Name	,	Latitude	,	Longitude	,	Time
User 1	,	40.008995	,	116.321392	,	9:52:25
User 1	,	40.009235	,	116.321472	,	9:52:30
User 1	,	40.009268	,	116.321446	,	9:52:35
User 1	,	40.00927	,	116.321447	,	9:52:40
User 1	,	40.00927	,	116.321447	,	9:52:43
User 1	,	40.009272	,	116.321451	,	9:52:45
User 1	,	40.00928	,	116.321473	,	9:52:50
User 1	,	40.009278	,	116.32147	,	9:52:51
User 1	,	40.009242	,	116.321445	,	9:52:56
User 1	,	40.009187	,	116.32143	,	9:53:01
User 1	,	40.009098	,	116.321437	,	9:53:06
User 1	,	40.009045	,	116.321485	,	9:53:11
User 1	,	40.009008	,	116.321449	,	9:53:16
User 1	,	40.008993	,	116.321501	,	9:53:21
User 1	,	40.009017	,	116.321558	,	9:53:26
User 1	,	40.008999	,	116.321511	,	9:53:31
User 1	,	40.008999	,	116.321511	,	9:53:34
User 1	,	40.008997	,	116.321518	,	9:53:36
User 1	,	40.008999	,	116.321537	,	9:53:41
User 1	,	40.009026	,	116.321518	,	9:53:46
User 1	,	40.009009	,	116.321499	,	9:53:51
User 1	,	40.009009	,	116.321499	,	9:53:54
User 1	,	40.009011	,	116.321506	,	9:53:56
User 1	,	40.009013	,	116.321522	,	9:54:01
User 1	,	40.009012	,	116.321576	,	9:54:06
User 1	,	40.009034	,	116.321569	,	9:54:11
User 1	,	40.009034	,	116.321569	,	9:54:14
User 1	,	40.009038	,	116.321575	,	9:54:16
User 1	,	40.009024	,	116.321614	,	9:54:21
User 1	,	40.009015	,	116.321526	,	9:54:26
User 1	,	40.008997	,	116.321432	,	9:54:31
User 1	,	40.008995	,	116.321455	,	9:54:36
User 1	,	40.008997	,	116.321485	,	9:54:41
User 1	,	40.009032	,	116.32151	,	9:54:46
User 1	,	40.009074	,	116.32148	,	9:54:51
User 1	,	40.009101	,	116.32153	,	9:54:56
User 1	,	40.009157	,	116.321596	,	9:55:01
User 1	,	40.009219	,	116.321657	,	9:55:06
User 1	,	40.009247	,	116.321721	,	9:55:11
User 1	,	40.009273	,	116.321781	,	9:55:16
User 1	,	40.009313	,	116.321871	,	9:55:21
User 1	,	40.009344	,	116.321952	,	9:55:26
User 1	,	40.009356	,	116.322007	,	9:55:31
User 1	,	40.009386	,	116.322103	,	9:55:36
User 1	,	40.009356	,	116.322121	,	9:55:41
User 1	,	40.009353	,	116.322135	,	9:55:46
User 1	,	40.009319	,	116.322152	,	9:55:51
User 1	,	40.009394	,	116.322162	,	9:55:56
User 1	,	40.009399	,	116.322179	,	9:56:01
User 1	,	40.009344	,	116.32219	,	9:56:06
User 1	,	40.009342	,	116.322177	,	9:56:11
User 1	,	40.009318	,	116.32219	,	9:56:16
User 1	,	40.009287	,	116.322206	,	9:56:21
User 1	,	40.00927	,	116.32222	,	9:56:26
User 1	,	40.009351	,	116.321916	,	10:02:04
User 1	,	40.009336	,	116.321838	,	10:02:09
User 1	,	40.009331	,	116.321811	,	10:02:14
User 1	,	40.009314	,	116.321823	,	10:02:19
User 1	,	40.009314	,	116.321833	,	10:02:24
User 1	,	40.009316	,	116.32185	,	10:02:29
User 1	,	40.009428	,	116.320888	,	10:03:39
User 1	,	40.008854	,	116.321493	,	10:03:44
User 1	,	40.008848	,	116.321349	,	10:03:49
User 1	,	40.008874	,	116.32116	,	10:03:54
User 1	,	40.008852	,	116.321109	,	10:03:59
User 1	,	40.008786	,	116.321037	,	10:04:04
User 1	,	40.008767	,	116.321012	,	10:04:09
User 1	,	40.008735	,	116.320977	,	10:04:14
User 1	,	40.008694	,	116.320964	,	10:04:19
User 1	,	40.008665	,	116.320937	,	10:04:24
User 1	,	40.008635	,	116.320886	,	10:04:29
User 1	,	40.008612	,	116.32083	,	10:04:34
User 1	,	40.008591	,	116.3208	,	10:04:39
User 1	,	40.008574	,	116.320772	,	10:04:44
User 1	,	40.008521	,	116.320688	,	10:04:49
User 1	,	40.008471	,	116.320669	,	10:04:54
User 1	,	40.008419	,	116.320654	,	10:04:59
User 1	,	40.008362	,	116.320619	,	10:05:04
User 1	,	40.008348	,	116.320573	,	10:05:09
User 1	,	40.008309	,	116.320547	,	10:05:14
User 1	,	40.008281	,	116.320543	,	10:05:19
User 1	,	40.008234	,	116.320499	,	10:05:24
User 1	,	40.008163	,	116.320473	,	10:05:29
User 1	,	40.008129	,	116.320418	,	10:05:34
User 1	,	40.008121	,	116.320359	,	10:05:39
User 1	,	40.008069	,	116.320335	,	10:05:44
User 1	,	40.008027	,	116.320309	,	10:05:49
User 1	,	40.00801	,	116.320287	,	10:05:54
User 1	,	40.007959	,	116.320241	,	10:05:59
User 1	,	40.007947	,	116.320238	,	10:06:04
User 1	,	40.007879	,	116.320237	,	10:06:09
User 1	,	40.007826	,	116.320239	,	10:06:14
User 1	,	40.007818	,	116.320239	,	10:06:19
User 1	,	40.007818	,	116.320239	,	10:06:22
User 1	,	40.007819	,	116.32024	,	10:06:24
User 1	,	40.007817	,	116.32023	,	10:06:29
User 1	,	40.007834	,	116.320181	,	10:06:34
User 1	,	40.007761	,	116.320093	,	10:06:39
User 1	,	40.007661	,	116.319986	,	10:06:44
User 1	,	40.007623	,	116.319953	,	10:06:49
User 1	,	40.007623	,	116.319953	,	10:06:52
User 1	,	40.007621	,	116.31995	,	10:06:54
User 1	,	40.007575	,	116.31987	,	10:06:59
User 1	,	40.007551	,	116.319732	,	10:07:04
User 1	,	40.007526	,	116.31965	,	10:07:09
User 1	,	40.007468	,	116.319517	,	10:07:14
User 1	,	40.007465	,	116.319506	,	10:07:19
User 1	,	40.007462	,	116.319493	,	10:07:21
User 1	,	40.007459	,	116.319436	,	10:07:26
User 1	,	40.007453	,	116.319403	,	10:07:31
User 1	,	40.007454	,	116.319391	,	10:07:36
User 1	,	40.007474	,	116.319376	,	10:07:41
User 1	,	40.0075	,	116.319364	,	10:07:46
User 1	,	40.007524	,	116.319357	,	10:07:51
User 1	,	40.007524	,	116.319321	,	10:07:56
User 1	,	40.007517	,	116.319312	,	10:08:01
User 1	,	40.007551	,	116.319307	,	10:08:06
User 1	,	40.007551	,	116.319307	,	10:08:09
User 1	,	40.007555	,	116.319313	,	10:08:11
User 1	,	40.00759	,	116.31934	,	10:08:16
User 1	,	40.00761	,	116.319355	,	10:08:21
User 1	,	40.007615	,	116.319369	,	10:08:26
User 1	,	40.007621	,	116.319385	,	10:08:31
User 1	,	40.007644	,	116.319403	,	10:08:36
User 1	,	40.007663	,	116.319417	,	10:08:41
User 1	,	40.007663	,	116.319417	,	10:08:44
User 1	,	40.007669	,	116.319414	,	10:08:46
User 1	,	40.007661	,	116.319384	,	10:08:51
User 1	,	40.007654	,	116.319321	,	10:08:56
User 1	,	40.007654	,	116.319266	,	10:09:01
User 1	,	40.00767	,	116.319215	,	10:09:06
User 1	,	40.007694	,	116.319181	,	10:09:11
User 1	,	40.007699	,	116.319151	,	10:09:16
User 1	,	40.007272	,	116.319756	,	10:09:26
User 1	,	40.007331	,	116.319657	,	10:09:31
User 1	,	40.007428	,	116.319432	,	10:09:41
User 1	,	40.007395	,	116.319354	,	10:09:46
User 1	,	40.007447	,	116.319379	,	10:09:51
User 1	,	40.007479	,	116.319371	,	10:09:56
User 1	,	40.007516	,	116.319316	,	10:10:01
User 1	,	40.007575	,	116.319238	,	10:10:06
User 1	,	40.007288	,	116.319088	,	10:10:31
User 1	,	40.007288	,	116.319088	,	10:10:34
User 1	,	40.007284	,	116.319084	,	10:10:36
User 1	,	40.007298	,	116.319036	,	10:10:41
User 1	,	40.007365	,	116.31903	,	10:10:46
User 1	,	40.007416	,	116.319007	,	10:10:51
User 1	,	40.007482	,	116.318957	,	10:10:56
User 1	,	40.007548	,	116.318852	,	10:11:01
User 1	,	40.007627	,	116.318775	,	10:11:06
User 1	,	40.007718	,	116.318705	,	10:11:11
User 1	,	40.007808	,	116.318623	,	10:11:16
User 1	,	40.007877	,	116.318546	,	10:11:21
User 1	,	40.007945	,	116.318487	,	10:11:26
User 1	,	40.00803	,	116.318444	,	10:11:31
User 1	,	40.008125	,	116.318365	,	10:11:36
User 1	,	40.008215	,	116.318248	,	10:11:41
User 1	,	40.008168	,	116.318293	,	10:11:46
User 1	,	40.008015	,	116.318471	,	10:11:51
User 1	,	40.008049	,	116.318444	,	10:11:56
User 1	,	40.008064	,	116.31838	,	10:12:01
User 1	,	40.008118	,	116.318326	,	10:12:06
User 1	,	40.008197	,	116.318275	,	10:12:11
User 1	,	40.008289	,	116.318251	,	10:12:16
User 1	,	40.008305	,	116.318267	,	10:12:21
User 1	,	40.008276	,	116.318339	,	10:12:26
User 1	,	40.008184	,	116.318474	,	10:12:31
User 1	,	40.008071	,	116.318568	,	10:12:36
User 1	,	40.007954	,	116.318639	,	10:12:41
User 1	,	40.007884	,	116.318684	,	10:12:46
User 1	,	40.007867	,	116.318699	,	10:12:51
User 1	,	40.007835	,	116.318706	,	10:12:56
User 1	,	40.007717	,	116.318842	,	10:13:01
User 1	,	40.007726	,	116.318826	,	10:13:06
User 1	,	40.007721	,	116.318792	,	10:13:11
User 1	,	40.007753	,	116.318741	,	10:13:16
User 1	,	40.007803	,	116.318672	,	10:13:21
User 1	,	40.007852	,	116.318565	,	10:13:26
User 1	,	40.007925	,	116.318494	,	10:13:31
User 1	,	40.008019	,	116.318455	,	10:13:36
User 1	,	40.006977	,	116.319607	,	10:14:21
User 1	,	40.007203	,	116.319334	,	10:14:26
User 1	,	40.00735	,	116.319131	,	10:14:31
User 1	,	40.007504	,	116.318956	,	10:14:36
User 1	,	40.007611	,	116.318793	,	10:14:41
User 1	,	40.007773	,	116.31865	,	10:14:46
User 1	,	40.007966	,	116.31854	,	10:14:51
User 1	,	40.007399	,	116.31912	,	10:15:06
User 1	,	40.007411	,	116.319124	,	10:15:11
User 1	,	40.00744	,	116.31909	,	10:15:16
User 1	,	40.007496	,	116.319085	,	10:15:21
User 1	,	40.00754	,	116.31909	,	10:15:26
User 1	,	40.007619	,	116.319094	,	10:15:31
User 1	,	40.007648	,	116.319041	,	10:15:36
User 1	,	40.007681	,	116.318962	,	10:15:41
User 1	,	40.007724	,	116.318892	,	10:15:46
User 1	,	40.007766	,	116.318825	,	10:15:51
User 1	,	40.007809	,	116.318799	,	10:15:56
User 1	,	40.007849	,	116.318754	,	10:16:01
User 1	,	40.007905	,	116.31869	,	10:16:06
User 1	,	40.007878	,	116.318784	,	10:18:11
User 1	,	40.007616	,	116.318863	,	10:18:16
User 1	,	40.007692	,	116.318817	,	10:18:21
User 1	,	40.007794	,	116.318827	,	10:18:26
User 1	,	40.007898	,	116.318829	,	10:18:31
User 1	,	40.007981	,	116.318788	,	10:18:36
User 1	,	40.008009	,	116.318763	,	10:18:41
User 1	,	40.008031	,	116.318756	,	10:18:46
User 1	,	40.008055	,	116.318753	,	10:18:51
User 1	,	40.008237	,	116.318816	,	10:18:56
User 1	,	40.008306	,	116.318941	,	10:19:01
User 1	,	40.008283	,	116.318897	,	10:19:06
User 1	,	40.0083	,	116.318936	,	10:19:11
User 1	,	40.007645	,	116.319454	,	10:19:16
User 1	,	40.007582	,	116.319409	,	10:19:21
User 1	,	40.007581	,	116.319385	,	10:19:26
User 1	,	40.007612	,	116.319403	,	10:19:31
User 1	,	40.007694	,	116.319429	,	10:19:36
User 1	,	40.007778	,	116.319475	,	10:19:41
User 1	,	40.007876	,	116.319505	,	10:19:46
User 1	,	40.007974	,	116.319529	,	10:19:51
User 1	,	40.008096	,	116.319537	,	10:19:56
User 1	,	40.008196	,	116.319549	,	10:20:01
User 1	,	40.008292	,	116.319591	,	10:20:06
User 1	,	40.008369	,	116.319618	,	10:20:11
User 1	,	40.008421	,	116.319597	,	10:20:16
User 1	,	40.008452	,	116.319548	,	10:20:21
User 1	,	40.008503	,	116.319525	,	10:20:26
User 1	,	40.008544	,	116.31949	,	10:20:31
User 1	,	40.008601	,	116.319482	,	10:20:36
User 1	,	40.008617	,	116.319483	,	10:20:41
User 1	,	40.008617	,	116.319483	,	10:20:44
User 1	,	40.008625	,	116.319489	,	10:20:46
User 1	,	40.00864	,	116.319488	,	10:20:56
User 1	,	40.008645	,	116.319484	,	10:21:01
User 1	,	40.008645	,	116.319484	,	10:21:04
User 1	,	40.008649	,	116.319481	,	10:21:06
User 1	,	40.008669	,	116.319455	,	10:21:16
User 1	,	40.006747	,	116.318549	,	10:26:35
User 1	,	40.006747	,	116.318549	,	10:26:43
User 1	,	40.006755	,	116.318544	,	10:26:45
User 1	,	40.006742	,	116.318571	,	10:26:50
User 1	,	40.006744	,	116.31856	,	10:26:55
User 1	,	40.006745	,	116.318572	,	10:27:00
User 1	,	40.006745	,	116.318581	,	10:27:05
User 1	,	40.006739	,	116.318568	,	10:27:10
User 1	,	40.006722	,	116.318548	,	10:27:15
User 1	,	40.006719	,	116.318565	,	10:27:20
User 1	,	40.006724	,	116.318625	,	10:27:25
User 1	,	40.006745	,	116.318817	,	10:27:30
User 1	,	40.006715	,	116.318884	,	10:27:35
User 1	,	40.006721	,	116.318965	,	10:27:40
User 1	,	40.006753	,	116.319072	,	10:27:45
User 1	,	40.006785	,	116.319175	,	10:27:50
User 1	,	40.00681	,	116.319239	,	10:27:55
User 1	,	40.006849	,	116.319286	,	10:28:00
User 1	,	40.006811	,	116.319309	,	10:28:05
User 1	,	40.006789	,	116.319351	,	10:28:10
User 1	,	40.006791	,	116.319398	,	10:28:15
User 1	,	40.006828	,	116.319424	,	10:28:20
User 1	,	40.006872	,	116.319419	,	10:28:25
User 1	,	40.006893	,	116.319381	,	10:28:30
User 1	,	40.006975	,	116.319294	,	10:28:35
User 1	,	40.007457	,	116.319674	,	10:28:45
User 1	,	40.007457	,	116.319674	,	10:28:48
User 1	,	40.007458	,	116.319676	,	10:28:50
User 1	,	40.007479	,	116.319695	,	10:28:55
User 1	,	40.007572	,	116.319786	,	10:29:00
User 1	,	40.007582	,	116.319816	,	10:29:05
User 1	,	40.007621	,	116.319834	,	10:29:10
User 1	,	40.007629	,	116.31989	,	10:29:15
User 1	,	40.007634	,	116.319966	,	10:29:20
User 1	,	40.007646	,	116.32005	,	10:29:25
User 1	,	40.00766	,	116.320119	,	10:29:30
User 1	,	40.007686	,	116.320243	,	10:29:35
User 1	,	40.007748	,	116.320301	,	10:29:40
User 1	,	40.007802	,	116.320389	,	10:29:45
User 1	,	40.007819	,	116.320364	,	10:29:50
User 1	,	40.007853	,	116.320343	,	10:29:55
User 1	,	40.007912	,	116.320328	,	10:30:00
User 1	,	40.007978	,	116.320325	,	10:30:05
User 1	,	40.007999	,	116.320339	,	10:30:10
User 1	,	40.008036	,	116.320394	,	10:30:15
User 1	,	40.008125	,	116.320486	,	10:30:20
User 1	,	40.008172	,	116.320571	,	10:30:25
User 1	,	40.008182	,	116.320646	,	10:30:30
User 1	,	40.008226	,	116.320738	,	10:30:35
User 1	,	40.008236	,	116.32081	,	10:30:40
User 1	,	40.008306	,	116.320851	,	10:30:45
User 1	,	40.008373	,	116.320857	,	10:30:50
User 1	,	40.008418	,	116.320872	,	10:30:55
User 1	,	40.00846	,	116.320864	,	10:31:00
User 1	,	40.008507	,	116.320918	,	10:31:05
User 1	,	40.008535	,	116.320997	,	10:31:10
User 1	,	40.008565	,	116.321079	,	10:31:15
User 1	,	40.008619	,	116.321168	,	10:31:20
User 1	,	40.008663	,	116.321249	,	10:31:25
User 1	,	40.008684	,	116.321297	,	10:31:30
User 1	,	40.008724	,	116.321395	,	10:31:35
User 1	,	40.008776	,	116.321462	,	10:31:40
User 1	,	40.008804	,	116.321504	,	10:31:45
User 1	,	40.008839	,	116.321516	,	10:31:50
User 1	,	40.008879	,	116.321555	,	10:31:55
User 1	,	40.008891	,	116.321571	,	10:32:00
User 1	,	40.008873	,	116.321615	,	10:32:05
User 1	,	40.008858	,	116.321677	,	10:32:10
User 1	,	40.008864	,	116.321766	,	10:32:15
User 1	,	40.00887	,	116.321858	,	10:32:20
User 1	,	40.008864	,	116.321933	,	10:32:25
User 1	,	40.008862	,	116.322009	,	10:32:30
User 1	,	40.008855	,	116.322087	,	10:32:35
User 1	,	40.008873	,	116.322144	,	10:32:40
User 1	,	40.008874	,	116.322234	,	10:32:45
User 1	,	40.008869	,	116.322306	,	10:32:50
User 1	,	40.008835	,	116.322331	,	10:32:55
User 1	,	40.008814	,	116.322311	,	10:33:00
User 1	,	40.008813	,	116.3223	,	10:33:05
User 1	,	40.008813	,	116.3223	,	10:33:08
User 1	,	40.008821	,	116.322297	,	10:33:10
User 1	,	40.008833	,	116.322297	,	10:33:15
User 1	,	40.008842	,	116.322298	,	10:33:20
User 1	,	40.008761	,	116.323722	,	10:44:31
User 1	,	40.008765	,	116.32369	,	10:44:36
User 1	,	40.00865	,	116.323112	,	10:44:41
User 1	,	40.008786	,	116.322741	,	10:44:46
User 1	,	40.008889	,	116.322551	,	10:44:51
User 1	,	40.008962	,	116.322462	,	10:44:56
User 1	,	40.008988	,	116.322356	,	10:45:01
User 1	,	40.009068	,	116.322259	,	10:45:06
User 1	,	40.009107	,	116.322177	,	10:45:11
User 1	,	40.009086	,	116.322088	,	10:45:16
User 1	,	40.008929	,	116.321992	,	10:45:21
User 1	,	40.008849	,	116.32191	,	10:45:26
User 1	,	40.008799	,	116.32185	,	10:45:31
User 1	,	40.008827	,	116.321784	,	10:45:36
User 1	,	40.008862	,	116.321736	,	10:45:41
User 1	,	40.008898	,	116.321695	,	10:45:46
User 1	,	40.008901	,	116.321684	,	10:45:51
User 1	,	40.008905	,	116.321683	,	10:45:56
User 1	,	40.008905	,	116.321683	,	10:45:59
User 1	,	40.008905	,	116.321682	,	10:46:01
User 1	,	40.008934	,	116.321623	,	10:46:06
User 1	,	40.008945	,	116.321551	,	10:46:11
User 1	,	40.008851	,	116.321485	,	11:08:22
User 1	,	40.008607	,	116.321862	,	11:09:22
User 1	,	40.008652	,	116.322251	,	11:09:27
User 1	,	40.008897	,	116.321603	,	11:10:27
User 1	,	40.008928	,	116.32161	,	11:10:32
User 1	,	40.009013	,	116.321431	,	11:10:37
User 1	,	40.009027	,	116.321399	,	11:10:42
User 1	,	40.009064	,	116.321326	,	11:10:47
User 1	,	40.009172	,	116.321211	,	11:10:52
User 1	,	40.009204	,	116.32113	,	11:10:57
User 1	,	40.009243	,	116.32105	,	11:11:02
User 1	,	40.009269	,	116.320978	,	11:11:07
User 1	,	40.009328	,	116.320887	,	11:11:12
User 2	,	39.907414	,	116.370017	,	13:44:07
User 2	,	39.907374	,	116.370074	,	13:44:12
User 2	,	39.907027	,	116.37036	,	13:44:17
User 2	,	39.907006	,	116.370415	,	13:44:22
User 2	,	39.907014	,	116.370454	,	13:44:27
User 2	,	39.907008	,	116.370534	,	13:44:32
User 2	,	39.906936	,	116.370624	,	13:44:37
User 2	,	39.906806	,	116.370794	,	13:44:42
User 2	,	39.906793	,	116.370909	,	13:44:47
User 2	,	39.906795	,	116.370958	,	13:44:52
User 2	,	39.906769	,	116.371029	,	13:44:57
User 2	,	39.906813	,	116.371056	,	13:45:02
User 2	,	39.906864	,	116.371095	,	13:45:07
User 2	,	39.906891	,	116.371141	,	13:45:12
User 2	,	39.906896	,	116.371178	,	13:45:17
User 2	,	39.906914	,	116.371251	,	13:45:22
User 2	,	39.9069	,	116.371313	,	13:45:27
User 2	,	39.90691	,	116.371375	,	13:45:32
User 2	,	39.906925	,	116.371432	,	13:45:37
User 2	,	39.906932	,	116.371477	,	13:45:42
User 2	,	39.906959	,	116.371526	,	13:45:47
User 2	,	39.906992	,	116.371584	,	13:45:52
User 2	,	39.907005	,	116.371673	,	13:45:57
User 2	,	39.906996	,	116.371748	,	13:46:02
User 2	,	39.906996	,	116.371831	,	13:46:07
User 2	,	39.907018	,	116.371876	,	13:46:12
User 2	,	39.907054	,	116.37189	,	13:46:17
User 2	,	39.907097	,	116.371898	,	13:46:22
User 2	,	39.907154	,	116.371955	,	13:46:27
User 2	,	39.907173	,	116.371999	,	13:46:32
User 2	,	39.907216	,	116.372037	,	13:46:37
User 2	,	39.907228	,	116.372081	,	13:46:42
User 2	,	39.907245	,	116.372126	,	13:46:47
User 2	,	39.90725	,	116.372225	,	13:46:52
User 2	,	39.907234	,	116.372296	,	13:46:57
User 2	,	39.907225	,	116.372368	,	13:47:02
User 2	,	39.907199	,	116.372445	,	13:47:07
User 2	,	39.907157	,	116.372502	,	13:47:12
User 2	,	39.907137	,	116.372553	,	13:47:17
User 2	,	39.907194	,	116.372599	,	13:47:22
User 2	,	39.907217	,	116.372634	,	13:47:27
User 2	,	39.907226	,	116.372669	,	13:47:32
User 2	,	39.90725	,	116.372718	,	13:47:37
User 2	,	39.907231	,	116.372796	,	13:47:42
User 2	,	39.907259	,	116.372845	,	13:47:47
User 2	,	39.907261	,	116.372906	,	13:47:52
User 2	,	39.907227	,	116.372973	,	13:47:57
User 2	,	39.907225	,	116.373009	,	13:48:02
User 2	,	39.907215	,	116.37304	,	13:48:07
User 2	,	39.90724	,	116.373096	,	13:48:12
User 2	,	39.907294	,	116.373124	,	13:48:17
User 2	,	39.907313	,	116.373163	,	13:48:22
User 2	,	39.907391	,	116.373175	,	13:48:27
User 2	,	39.907422	,	116.373195	,	13:48:32
User 2	,	39.907434	,	116.373237	,	13:48:37
User 3	,	39.994622	,	116.326757	,	11:54:49
User 3	,	39.994622	,	116.326757	,	11:54:52
User 3	,	39.994614	,	116.326751	,	11:54:54
User 3	,	39.994602	,	116.326769	,	11:54:59
User 3	,	39.994599	,	116.326769	,	11:55:04
User 3	,	39.994599	,	116.326769	,	11:55:07
User 3	,	39.994601	,	116.326765	,	11:55:09
User 3	,	39.994584	,	116.326731	,	11:55:14
User 3	,	39.994593	,	116.326668	,	11:55:19
User 3	,	39.994564	,	116.326612	,	11:55:24
User 3	,	39.994549	,	116.326542	,	11:55:29
User 3	,	39.994551	,	116.32651	,	11:55:34
User 3	,	39.994547	,	116.326425	,	11:55:39
User 3	,	39.994554	,	116.326341	,	11:55:44
User 3	,	39.994609	,	116.326361	,	11:55:49
User 3	,	39.994664	,	116.326391	,	11:55:54
User 3	,	39.994714	,	116.326453	,	11:55:59
User 3	,	39.99478	,	116.326489	,	11:56:04
User 3	,	39.994849	,	116.32652	,	11:56:09
User 3	,	39.994911	,	116.326568	,	11:56:14
User 3	,	39.994976	,	116.326634	,	11:56:19
User 3	,	39.995029	,	116.326678	,	11:56:24
User 3	,	39.995096	,	116.326705	,	11:56:29
User 3	,	39.99517	,	116.326729	,	11:56:34
User 3	,	39.995224	,	116.326677	,	11:56:39
User 3	,	39.995287	,	116.326372	,	11:56:44
User 3	,	39.995361	,	116.326374	,	11:56:49
User 3	,	39.995429	,	116.326381	,	11:56:54
User 3	,	39.995472	,	116.326378	,	11:56:59
User 3	,	39.995529	,	116.326376	,	11:57:04
User 3	,	39.995573	,	116.326343	,	11:57:09
User 3	,	39.995616	,	116.326277	,	11:57:14
User 3	,	39.995781	,	116.326147	,	11:57:24
User 3	,	39.999249	,	116.32586	,	11:59:09
User 3	,	39.999392	,	116.325884	,	11:59:14
User 3	,	39.999424	,	116.325782	,	11:59:19
User 3	,	39.999386	,	116.325578	,	11:59:24
User 3	,	39.999343	,	116.325373	,	11:59:29
User 3	,	39.999348	,	116.325203	,	11:59:34
User 3	,	39.999466	,	116.324843	,	11:59:44
User 3	,	39.999545	,	116.324734	,	11:59:49
User 3	,	40.007143	,	116.324088	,	12:03:59
User 3	,	40.007178	,	116.323881	,	12:04:04
User 3	,	40.007227	,	116.323653	,	12:04:09
User 3	,	40.008923	,	116.322803	,	12:05:29
User 3	,	40.00887	,	116.322512	,	12:05:34
User 3	,	40.008815	,	116.32227	,	12:05:39
User 3	,	40.008767	,	116.322068	,	12:05:44
User 3	,	40.008768	,	116.321916	,	12:05:49
User 3	,	40.008796	,	116.321834	,	12:05:54
User 4	,	39.907429	,	116.373304	,	13:48:42
User 4	,	39.90746	,	116.373375	,	13:48:47
User 4	,	39.907459	,	116.373452	,	13:48:52
User 4	,	39.90748	,	116.37352	,	13:48:57
User 4	,	39.907487	,	116.373566	,	13:49:02
User 4	,	39.906345	,	116.374616	,	13:49:07
User 4	,	39.906281	,	116.374711	,	13:49:12
User 4	,	39.906229	,	116.374798	,	13:49:17
User 4	,	39.90626	,	116.374856	,	13:49:22
User 4	,	39.906248	,	116.374961	,	13:49:27
User 4	,	39.906196	,	116.374992	,	13:49:32
User 4	,	39.906187	,	116.375031	,	13:49:37
User 4	,	39.906209	,	116.375072	,	13:49:42
User 4	,	39.906219	,	116.375111	,	13:49:47
User 4	,	39.90621	,	116.375135	,	13:49:52
User 4	,	39.906211	,	116.375148	,	13:49:57
User 4	,	39.906147	,	116.375258	,	13:50:02
User 4	,	39.906133	,	116.375284	,	13:50:07
User 4	,	39.906134	,	116.3753	,	13:50:12
User 4	,	39.906122	,	116.375351	,	13:50:17
User 4	,	39.906129	,	116.375408	,	13:50:22
User 4	,	39.906143	,	116.37546	,	13:50:27
User 4	,	39.906133	,	116.375547	,	13:50:32
User 4	,	39.906126	,	116.375616	,	13:50:37
User 4	,	39.90613	,	116.375697	,	13:50:42
User 4	,	39.906123	,	116.375791	,	13:50:47
User 4	,	39.906113	,	116.375868	,	13:50:52
User 4	,	39.906115	,	116.375911	,	13:50:57
User 4	,	39.906116	,	116.37595	,	13:51:02
User 4	,	39.906141	,	116.375976	,	13:51:07
User 4	,	39.906129	,	116.376023	,	13:51:12
User 4	,	39.906108	,	116.376071	,	13:51:17
User 4	,	39.906114	,	116.376116	,	13:51:22
User 4	,	39.906133	,	116.376161	,	13:51:27
User 4	,	39.90614	,	116.376193	,	13:51:32
User 4	,	39.906132	,	116.376237	,	13:51:37
User 4	,	39.906118	,	116.376313	,	13:51:42
User 4	,	39.906111	,	116.376416	,	13:51:47
User 4	,	39.906112	,	116.3765	,	13:51:52
User 4	,	39.906106	,	116.376565	,	13:51:57
User 4	,	39.906095	,	116.376628	,	13:52:02
User 4	,	39.906112	,	116.376701	,	13:52:07
User 4	,	39.906088	,	116.376781	,	13:52:12
User 4	,	39.906066	,	116.376862	,	13:52:17
User 4	,	39.906052	,	116.376876	,	13:52:22
User 4	,	39.906046	,	116.376899	,	13:52:27
User 4	,	39.906044	,	116.376991	,	13:52:32
User 4	,	39.906042	,	116.377071	,	13:52:37
User 4	,	39.906044	,	116.377138	,	13:52:42
User 4	,	39.906039	,	116.377192	,	13:52:47
User 4	,	39.906056	,	116.377269	,	13:52:52
User 4	,	39.906079	,	116.377318	,	13:52:57
User 4	,	39.906085	,	116.377388	,	13:53:02
User 4	,	39.906095	,	116.377438	,	13:53:07
User 4	,	39.9061	,	116.377518	,	13:53:12
User 4	,	39.906108	,	116.377585	,	13:53:17
User 4	,	39.9061	,	116.37765	,	13:53:22
User 4	,	39.906091	,	116.377708	,	13:53:27
User 4	,	39.90609	,	116.377774	,	13:53:32
User 4	,	39.906083	,	116.377839	,	13:53:37
User 4	,	39.906096	,	116.377885	,	13:53:42
User 4	,	39.906088	,	116.377939	,	13:53:47
User 4	,	39.906046	,	116.378018	,	13:53:52
User 4	,	39.906015	,	116.378108	,	13:53:57
User 4	,	39.906015	,	116.37819	,	13:54:02
User 4	,	39.906017	,	116.378269	,	13:54:07
User 4	,	39.906007	,	116.37834	,	13:54:12
User 4	,	39.906017	,	116.378413	,	13:54:17
User 4	,	39.90603	,	116.378507	,	13:54:22
User 4	,	39.906059	,	116.378572	,	13:54:27
User 4	,	39.90607	,	116.37861	,	13:54:32
User 4	,	39.906087	,	116.378654	,	13:54:37
User 4	,	39.906075	,	116.378703	,	13:54:42
User 4	,	39.906061	,	116.378761	,	13:54:47
User 4	,	39.906073	,	116.378816	,	13:54:52
User 4	,	39.90606	,	116.378871	,	13:54:57
