Order	,	Name	,	Latitude	,	Longitude	,	Date	,	Time
358	,	User 1	,	39.900721	,	116.386689	,	2008-11-10	,	0:52:33
359	,	User 1	,	39.900711	,	116.386692	,	2008-11-10	,	0:52:38
360	,	User 1	,	39.900692	,	116.386722	,	2008-11-10	,	0:52:43
361	,	User 1	,	39.900708	,	116.386692	,	2008-11-10	,	0:52:48
362	,	User 1	,	39.900771	,	116.38662	,	2008-11-10	,	0:52:53
363	,	User 1	,	39.900849	,	116.386474	,	2008-11-10	,	0:52:58
364	,	User 1	,	39.900886	,	116.386262	,	2008-11-10	,	0:53:03
365	,	User 1	,	39.900994	,	116.385954	,	2008-11-10	,	0:53:08
366	,	User 1	,	39.901052	,	116.385807	,	2008-11-10	,	0:53:13
367	,	User 1	,	39.901067	,	116.385724	,	2008-11-10	,	0:53:18
368	,	User 1	,	39.901075	,	116.385626	,	2008-11-10	,	0:53:23
369	,	User 1	,	39.901091	,	116.385592	,	2008-11-10	,	0:53:28
370	,	User 1	,	39.901074	,	116.385575	,	2008-11-10	,	0:53:33
371	,	User 1	,	39.901081	,	116.385593	,	2008-11-10	,	0:53:38
372	,	User 1	,	39.900755	,	116.386351	,	2008-11-10	,	0:53:43
373	,	User 1	,	39.900663	,	116.38655	,	2008-11-10	,	0:53:48
374	,	User 1	,	39.900672	,	116.386564	,	2008-11-10	,	0:53:53
375	,	User 1	,	39.900661	,	116.38655	,	2008-11-10	,	0:53:58
376	,	User 1	,	39.900665	,	116.386515	,	2008-11-10	,	0:54:03
377	,	User 1	,	39.900682	,	116.386503	,	2008-11-10	,	0:54:08
378	,	User 1	,	39.900682	,	116.386503	,	2008-11-10	,	0:54:11
379	,	User 1	,	39.900679	,	116.386502	,	2008-11-10	,	0:54:13
380	,	User 1	,	39.900688	,	116.386484	,	2008-11-10	,	0:54:18
381	,	User 1	,	39.900711	,	116.386472	,	2008-11-10	,	0:54:23
382	,	User 1	,	39.900698	,	116.386513	,	2008-11-10	,	0:54:28
383	,	User 1	,	39.900677	,	116.386543	,	2008-11-10	,	0:54:33
384	,	User 1	,	39.900647	,	116.386598	,	2008-11-10	,	0:54:38
385	,	User 1	,	39.900616	,	116.386684	,	2008-11-10	,	0:54:43
386	,	User 1	,	39.900561	,	116.38675	,	2008-11-10	,	0:54:48
387	,	User 1	,	39.900532	,	116.38679	,	2008-11-10	,	0:54:53
388	,	User 1	,	39.900513	,	116.386837	,	2008-11-10	,	0:54:58
389	,	User 1	,	39.900484	,	116.386886	,	2008-11-10	,	0:55:03
390	,	User 1	,	39.9005	,	116.386844	,	2008-11-10	,	0:55:08
391	,	User 1	,	39.900524	,	116.386823	,	2008-11-10	,	0:55:13
392	,	User 1	,	39.90052	,	116.386804	,	2008-11-10	,	0:55:18
393	,	User 1	,	39.900559	,	116.386698	,	2008-11-10	,	0:55:23
394	,	User 1	,	39.900594	,	116.386605	,	2008-11-10	,	0:55:28
395	,	User 1	,	39.900602	,	116.386537	,	2008-11-10	,	0:55:33
396	,	User 1	,	39.900633	,	116.38651	,	2008-11-10	,	0:55:38
397	,	User 1	,	39.900398	,	116.386658	,	2008-11-10	,	0:59:48
398	,	User 1	,	39.900348	,	116.386642	,	2008-11-10	,	0:59:53
399	,	User 1	,	39.900293	,	116.386654	,	2008-11-10	,	0:59:58
400	,	User 1	,	39.900221	,	116.386613	,	2008-11-10	,	1:00:03
401	,	User 1	,	39.900145	,	116.386548	,	2008-11-10	,	1:00:08
402	,	User 1	,	39.900143	,	116.386525	,	2008-11-10	,	1:00:13
403	,	User 1	,	39.900229	,	116.386514	,	2008-11-10	,	1:00:18
404	,	User 1	,	39.900314	,	116.386484	,	2008-11-10	,	1:00:23
405	,	User 1	,	39.900383	,	116.38648	,	2008-11-10	,	1:00:28
406	,	User 1	,	39.900417	,	116.386494	,	2008-11-10	,	1:00:33
407	,	User 1	,	39.900417	,	116.386494	,	2008-11-10	,	1:00:36
408	,	User 1	,	39.900412	,	116.386493	,	2008-11-10	,	1:00:38
409	,	User 1	,	39.900434	,	116.386482	,	2008-11-10	,	1:00:43
410	,	User 1	,	39.900446	,	116.386475	,	2008-11-10	,	1:00:48
411	,	User 1	,	39.90045	,	116.386485	,	2008-11-10	,	1:00:53
412	,	User 1	,	39.90047	,	116.386513	,	2008-11-10	,	1:00:58
413	,	User 1	,	39.900521	,	116.38656	,	2008-11-10	,	1:01:03
414	,	User 1	,	39.900574	,	116.386595	,	2008-11-10	,	1:01:08
415	,	User 1	,	39.900579	,	116.386578	,	2008-11-10	,	1:01:13
416	,	User 1	,	39.900579	,	116.386578	,	2008-11-10	,	1:01:16
417	,	User 1	,	39.900573	,	116.386575	,	2008-11-10	,	1:01:18
418	,	User 1	,	39.900575	,	116.386559	,	2008-11-10	,	1:01:23
419	,	User 1	,	39.900589	,	116.386584	,	2008-11-10	,	1:01:28
420	,	User 1	,	39.900582	,	116.386623	,	2008-11-10	,	1:01:33
421	,	User 1	,	39.900601	,	116.386602	,	2008-11-10	,	1:01:38
422	,	User 1	,	39.900634	,	116.386569	,	2008-11-10	,	1:01:43
423	,	User 1	,	39.900664	,	116.386581	,	2008-11-10	,	1:01:48
424	,	User 1	,	39.90069	,	116.386602	,	2008-11-10	,	1:01:53
425	,	User 1	,	39.90069	,	116.386602	,	2008-11-10	,	1:01:56
426	,	User 1	,	39.900693	,	116.386609	,	2008-11-10	,	1:01:58
427	,	User 1	,	39.900695	,	116.386623	,	2008-11-10	,	1:02:03
428	,	User 1	,	39.900671	,	116.386647	,	2008-11-10	,	1:02:08
429	,	User 1	,	39.900671	,	116.386647	,	2008-11-10	,	1:02:11
430	,	User 1	,	39.900678	,	116.386654	,	2008-11-10	,	1:02:13
431	,	User 1	,	39.900688	,	116.386655	,	2008-11-10	,	1:02:18
432	,	User 1	,	39.900704	,	116.386653	,	2008-11-10	,	1:02:23
433	,	User 1	,	39.900682	,	116.386668	,	2008-11-10	,	1:02:28
434	,	User 1	,	39.900646	,	116.386709	,	2008-11-10	,	1:02:33
435	,	User 1	,	39.900609	,	116.386705	,	2008-11-10	,	1:02:38
436	,	User 1	,	39.900609	,	116.386705	,	2008-11-10	,	1:02:41
437	,	User 1	,	39.900609	,	116.386713	,	2008-11-10	,	1:02:43
438	,	User 1	,	39.900618	,	116.386683	,	2008-11-10	,	1:02:48
439	,	User 1	,	39.900601	,	116.386634	,	2008-11-10	,	1:02:53
440	,	User 1	,	39.900628	,	116.386619	,	2008-11-10	,	1:02:58
441	,	User 1	,	39.900628	,	116.386619	,	2008-11-10	,	1:03:01
442	,	User 1	,	39.900635	,	116.386623	,	2008-11-10	,	1:03:03
443	,	User 1	,	39.900626	,	116.386622	,	2008-11-10	,	1:03:08
444	,	User 1	,	39.900617	,	116.386611	,	2008-11-10	,	1:03:13
445	,	User 1	,	39.900627	,	116.386585	,	2008-11-10	,	1:03:18
446	,	User 1	,	39.900619	,	116.386585	,	2008-11-10	,	1:03:23
447	,	User 1	,	39.900611	,	116.386584	,	2008-11-10	,	1:03:28
448	,	User 1	,	39.900611	,	116.386584	,	2008-11-10	,	1:03:31
449	,	User 1	,	39.900615	,	116.386588	,	2008-11-10	,	1:03:33
450	,	User 1	,	39.900606	,	116.386589	,	2008-11-10	,	1:03:38
451	,	User 1	,	39.900606	,	116.386589	,	2008-11-10	,	1:03:41
452	,	User 1	,	39.900602	,	116.386597	,	2008-11-10	,	1:03:43
453	,	User 1	,	39.900605	,	116.38661	,	2008-11-10	,	1:03:48
454	,	User 1	,	39.900595	,	116.386606	,	2008-11-10	,	1:03:53
455	,	User 1	,	39.900649	,	116.386426	,	2008-11-10	,	1:13:43
456	,	User 1	,	39.900693	,	116.386092	,	2008-11-10	,	1:13:48
457	,	User 1	,	39.900703	,	116.385988	,	2008-11-10	,	1:13:53
458	,	User 2	,	39.900709	,	116.385919	,	2008-11-10	,	1:13:58
459	,	User 2	,	39.900812	,	116.385774	,	2008-11-10	,	1:14:03
460	,	User 2	,	39.900852	,	116.38567	,	2008-11-10	,	1:14:08
461	,	User 2	,	39.900869	,	116.385615	,	2008-11-10	,	1:14:13
462	,	User 2	,	39.900866	,	116.385559	,	2008-11-10	,	1:14:18
463	,	User 2	,	39.900878	,	116.385534	,	2008-11-10	,	1:14:23
464	,	User 2	,	39.900895	,	116.385589	,	2008-11-10	,	1:14:28
465	,	User 2	,	39.900915	,	116.385574	,	2008-11-10	,	1:14:33
466	,	User 2	,	39.90092	,	116.385552	,	2008-11-10	,	1:14:38
467	,	User 2	,	39.900921	,	116.385609	,	2008-11-10	,	1:14:43
468	,	User 2	,	39.900931	,	116.385619	,	2008-11-10	,	1:14:48
469	,	User 2	,	39.900936	,	116.38563	,	2008-11-10	,	1:14:53
470	,	User 2	,	39.900936	,	116.38563	,	2008-11-10	,	1:14:56
471	,	User 2	,	39.900942	,	116.385627	,	2008-11-10	,	1:14:58
472	,	User 2	,	39.900946	,	116.38565	,	2008-11-10	,	1:15:03
473	,	User 2	,	39.900947	,	116.385686	,	2008-11-10	,	1:15:08
474	,	User 2	,	39.900947	,	116.385686	,	2008-11-10	,	1:15:11
475	,	User 2	,	39.900941	,	116.385692	,	2008-11-10	,	1:15:13
476	,	User 2	,	39.900925	,	116.385693	,	2008-11-10	,	1:15:18
477	,	User 2	,	39.900883	,	116.385571	,	2008-11-10	,	1:15:23
478	,	User 2	,	39.900875	,	116.38554	,	2008-11-10	,	1:15:28
479	,	User 2	,	39.900866	,	116.38558	,	2008-11-10	,	1:15:33
480	,	User 2	,	39.90086	,	116.385591	,	2008-11-10	,	1:15:38
481	,	User 2	,	39.900849	,	116.385624	,	2008-11-10	,	1:15:43
482	,	User 2	,	39.900838	,	116.385675	,	2008-11-10	,	1:15:48
483	,	User 2	,	39.900864	,	116.385766	,	2008-11-10	,	1:15:53
484	,	User 2	,	39.900878	,	116.385815	,	2008-11-10	,	1:15:58
485	,	User 2	,	39.900891	,	116.385854	,	2008-11-10	,	1:16:03
486	,	User 2	,	39.900902	,	116.385907	,	2008-11-10	,	1:16:08
487	,	User 2	,	39.900943	,	116.385957	,	2008-11-10	,	1:16:13
488	,	User 2	,	39.900958	,	116.385969	,	2008-11-10	,	1:16:18
489	,	User 2	,	39.900941	,	116.385991	,	2008-11-10	,	1:16:23
490	,	User 2	,	39.900941	,	116.386001	,	2008-11-10	,	1:16:28
491	,	User 2	,	39.900881	,	116.386157	,	2008-11-10	,	1:16:33
492	,	User 2	,	39.900812	,	116.386366	,	2008-11-10	,	1:16:38
493	,	User 2	,	39.900817	,	116.386486	,	2008-11-10	,	1:16:43
494	,	User 2	,	39.900862	,	116.386485	,	2008-11-10	,	1:16:48
495	,	User 2	,	39.900836	,	116.386497	,	2008-11-10	,	1:16:53
496	,	User 2	,	39.900775	,	116.386546	,	2008-11-10	,	1:16:58
497	,	User 2	,	39.900742	,	116.386569	,	2008-11-10	,	1:17:03
498	,	User 2	,	39.90072	,	116.386575	,	2008-11-10	,	1:17:08
499	,	User 2	,	39.900639	,	116.386575	,	2008-11-10	,	1:17:13
500	,	User 2	,	39.900049	,	116.385587	,	2008-11-10	,	3:40:00
501	,	User 2	,	39.900002	,	116.385602	,	2008-11-10	,	3:40:05
502	,	User 2	,	39.899991	,	116.385595	,	2008-11-10	,	3:40:10
503	,	User 2	,	39.899934	,	116.38558	,	2008-11-10	,	3:40:15
504	,	User 2	,	39.899759	,	116.385632	,	2008-11-10	,	3:40:20
505	,	User 2	,	39.899712	,	116.385598	,	2008-11-10	,	3:40:25
506	,	User 2	,	39.899667	,	116.385597	,	2008-11-10	,	3:40:30
507	,	User 2	,	39.899602	,	116.385616	,	2008-11-10	,	3:40:35
508	,	User 2	,	39.899613	,	116.385725	,	2008-11-10	,	3:40:40
509	,	User 2	,	39.899572	,	116.385684	,	2008-11-10	,	3:40:45
510	,	User 2	,	39.89952	,	116.385658	,	2008-11-10	,	3:40:50
511	,	User 2	,	39.899461	,	116.385659	,	2008-11-10	,	3:40:55
512	,	User 2	,	39.899391	,	116.38565	,	2008-11-10	,	3:41:00
513	,	User 2	,	39.899336	,	116.385627	,	2008-11-10	,	3:41:05
514	,	User 2	,	39.899221	,	116.385605	,	2008-11-10	,	3:41:10
515	,	User 2	,	39.899138	,	116.385587	,	2008-11-10	,	3:41:15
516	,	User 2	,	39.899006	,	116.385821	,	2008-11-10	,	3:41:20
517	,	User 2	,	39.898888	,	116.385903	,	2008-11-10	,	3:41:25
518	,	User 2	,	39.898865	,	116.385916	,	2008-11-10	,	3:41:30
519	,	User 2	,	39.898816	,	116.385944	,	2008-11-10	,	3:41:35
520	,	User 2	,	39.898773	,	116.385933	,	2008-11-10	,	3:41:40
521	,	User 2	,	39.898715	,	116.38591	,	2008-11-10	,	3:41:45
522	,	User 2	,	39.898671	,	116.385905	,	2008-11-10	,	3:41:50
523	,	User 2	,	39.898594	,	116.385901	,	2008-11-10	,	3:41:55
524	,	User 2	,	39.89852	,	116.385871	,	2008-11-10	,	3:42:00
525	,	User 2	,	39.898446	,	116.385841	,	2008-11-10	,	3:42:05
526	,	User 2	,	39.898392	,	116.385809	,	2008-11-10	,	3:42:10
527	,	User 2	,	39.898347	,	116.385799	,	2008-11-10	,	3:42:15
528	,	User 2	,	39.898307	,	116.385789	,	2008-11-10	,	3:42:20
529	,	User 2	,	39.898266	,	116.385768	,	2008-11-10	,	3:42:25
530	,	User 2	,	39.898222	,	116.385741	,	2008-11-10	,	3:42:30
531	,	User 2	,	39.898172	,	116.385654	,	2008-11-10	,	3:42:35
532	,	User 2	,	39.8982	,	116.385572	,	2008-11-10	,	3:42:40
533	,	User 2	,	39.898253	,	116.385548	,	2008-11-10	,	3:42:45
534	,	User 2	,	39.898323	,	116.385422	,	2008-11-10	,	3:42:50
535	,	User 2	,	39.898375	,	116.385308	,	2008-11-10	,	3:42:55
536	,	User 2	,	39.898408	,	116.385168	,	2008-11-10	,	3:43:00
537	,	User 2	,	39.898419	,	116.385047	,	2008-11-10	,	3:43:05
538	,	User 2	,	39.898402	,	116.384939	,	2008-11-10	,	3:43:10
539	,	User 2	,	39.898405	,	116.384822	,	2008-11-10	,	3:43:15
540	,	User 2	,	39.898374	,	116.384714	,	2008-11-10	,	3:43:20
541	,	User 2	,	39.898353	,	116.38462	,	2008-11-10	,	3:43:25
542	,	User 2	,	39.898362	,	116.384501	,	2008-11-10	,	3:43:30
543	,	User 2	,	39.898378	,	116.384424	,	2008-11-10	,	3:43:35
544	,	User 2	,	39.898337	,	116.384362	,	2008-11-10	,	3:43:40
545	,	User 2	,	39.898182	,	116.384362	,	2008-11-10	,	3:43:45
546	,	User 2	,	39.898101	,	116.384353	,	2008-11-10	,	3:43:50
547	,	User 2	,	39.898043	,	116.384358	,	2008-11-10	,	3:43:55
548	,	User 2	,	39.898005	,	116.384393	,	2008-11-10	,	3:44:00
549	,	User 2	,	39.897964	,	116.384388	,	2008-11-10	,	3:44:05
550	,	User 2	,	39.897922	,	116.384386	,	2008-11-10	,	3:44:10
551	,	User 2	,	39.897851	,	116.384409	,	2008-11-10	,	3:44:15
552	,	User 2	,	39.897778	,	116.384409	,	2008-11-10	,	3:44:20
553	,	User 2	,	39.897745	,	116.384391	,	2008-11-10	,	3:44:25
554	,	User 2	,	39.897697	,	116.384396	,	2008-11-10	,	3:44:30
555	,	User 2	,	39.897642	,	116.384377	,	2008-11-10	,	3:44:35
556	,	User 2	,	39.897647	,	116.38434	,	2008-11-10	,	3:44:40
557	,	User 2	,	39.897644	,	116.384287	,	2008-11-10	,	3:44:45
558	,	User 2	,	39.89766	,	116.38422	,	2008-11-10	,	3:44:50
559	,	User 2	,	39.897662	,	116.384156	,	2008-11-10	,	3:44:55
560	,	User 2	,	39.897678	,	116.384068	,	2008-11-10	,	3:45:00
561	,	User 2	,	39.897668	,	116.383988	,	2008-11-10	,	3:45:05
562	,	User 2	,	39.897677	,	116.383917	,	2008-11-10	,	3:45:10
563	,	User 2	,	39.897668	,	116.383835	,	2008-11-10	,	3:45:15
564	,	User 2	,	39.897659	,	116.38375	,	2008-11-10	,	3:45:20
565	,	User 2	,	39.897664	,	116.383681	,	2008-11-10	,	3:45:25
566	,	User 2	,	39.897679	,	116.383646	,	2008-11-10	,	3:45:30
567	,	User 2	,	39.897683	,	116.383611	,	2008-11-10	,	3:45:35
568	,	User 2	,	39.897692	,	116.383592	,	2008-11-10	,	3:45:40
569	,	User 2	,	39.897692	,	116.383592	,	2008-11-10	,	3:45:43
570	,	User 2	,	39.897698	,	116.383595	,	2008-11-10	,	3:45:45
571	,	User 2	,	39.897695	,	116.383619	,	2008-11-10	,	3:45:50
572	,	User 2	,	39.897697	,	116.383607	,	2008-11-10	,	3:45:55
573	,	User 2	,	39.897662	,	116.383578	,	2008-11-10	,	3:46:00
574	,	User 2	,	39.897661	,	116.383551	,	2008-11-10	,	3:46:05
575	,	User 2	,	39.897649	,	116.383536	,	2008-11-10	,	3:46:10
576	,	User 2	,	39.897649	,	116.383536	,	2008-11-10	,	3:46:13
577	,	User 2	,	39.897645	,	116.383538	,	2008-11-10	,	3:46:15
578	,	User 2	,	39.897641	,	116.383562	,	2008-11-10	,	3:46:20
579	,	User 2	,	39.897643	,	116.383557	,	2008-11-10	,	3:46:25
580	,	User 2	,	39.897643	,	116.383557	,	2008-11-10	,	3:46:28
581	,	User 2	,	39.897643	,	116.383561	,	2008-11-10	,	3:46:30
582	,	User 2	,	39.897636	,	116.383546	,	2008-11-10	,	3:46:35
583	,	User 2	,	39.897638	,	116.383566	,	2008-11-10	,	3:46:40
584	,	User 2	,	39.897616	,	116.383542	,	2008-11-10	,	3:46:45
585	,	User 2	,	39.897587	,	116.383488	,	2008-11-10	,	3:46:50
586	,	User 2	,	39.897569	,	116.383444	,	2008-11-10	,	3:46:55
587	,	User 2	,	39.89769	,	116.383631	,	2008-11-10	,	3:52:50
588	,	User 2	,	39.897731	,	116.383747	,	2008-11-10	,	3:52:55
589	,	User 2	,	39.897779	,	116.383903	,	2008-11-10	,	3:53:00
590	,	User 2	,	39.897762	,	116.383857	,	2008-11-10	,	3:53:05
591	,	User 2	,	39.897738	,	116.383775	,	2008-11-10	,	3:53:10
592	,	User 2	,	39.897741	,	116.383763	,	2008-11-10	,	3:53:15
593	,	User 2	,	39.897706	,	116.383721	,	2008-11-10	,	3:53:20
594	,	User 2	,	39.897672	,	116.383666	,	2008-11-10	,	3:53:25
595	,	User 2	,	39.897627	,	116.3836	,	2008-11-10	,	3:53:30
596	,	User 2	,	39.897611	,	116.383551	,	2008-11-10	,	3:53:35
597	,	User 2	,	39.897593	,	116.383499	,	2008-11-10	,	3:53:40
598	,	User 2	,	39.897607	,	116.38345	,	2008-11-10	,	3:53:45
599	,	User 2	,	39.897622	,	116.383491	,	2008-11-10	,	3:53:50
600	,	User 2	,	39.897622	,	116.383491	,	2008-11-10	,	3:53:53
601	,	User 2	,	39.897617	,	116.383492	,	2008-11-10	,	3:53:55
602	,	User 2	,	39.8976	,	116.383505	,	2008-11-10	,	3:54:00
603	,	User 2	,	39.8976	,	116.383505	,	2008-11-10	,	3:54:03
604	,	User 2	,	39.897599	,	116.383511	,	2008-11-10	,	3:54:05
605	,	User 2	,	39.897597	,	116.383462	,	2008-11-10	,	3:54:10
606	,	User 2	,	39.897579	,	116.38338	,	2008-11-10	,	3:54:15
607	,	User 2	,	39.897593	,	116.383258	,	2008-11-10	,	3:54:20
608	,	User 2	,	39.897586	,	116.383117	,	2008-11-10	,	3:54:25
609	,	User 2	,	39.897581	,	116.383003	,	2008-11-10	,	3:54:30
610	,	User 2	,	39.897572	,	116.382972	,	2008-11-10	,	3:54:35
611	,	User 2	,	39.897577	,	116.383005	,	2008-11-10	,	3:54:40
612	,	User 2	,	39.897598	,	116.38309	,	2008-11-10	,	3:54:45
613	,	User 2	,	39.897607	,	116.383139	,	2008-11-10	,	3:54:50
614	,	User 2	,	39.897607	,	116.383216	,	2008-11-10	,	3:54:55
615	,	User 2	,	39.897601	,	116.383284	,	2008-11-10	,	3:55:00
616	,	User 2	,	39.89762	,	116.383288	,	2008-11-10	,	3:55:05
617	,	User 2	,	39.89763	,	116.383329	,	2008-11-10	,	3:55:10
618	,	User 2	,	39.897647	,	116.383332	,	2008-11-10	,	3:55:15
619	,	User 2	,	39.897644	,	116.383311	,	2008-11-10	,	3:55:20
620	,	User 2	,	39.89765	,	116.383338	,	2008-11-10	,	3:55:25
621	,	User 2	,	39.897632	,	116.383369	,	2008-11-10	,	3:55:30
622	,	User 2	,	39.897628	,	116.383385	,	2008-11-10	,	3:55:35
623	,	User 2	,	39.897616	,	116.38337	,	2008-11-10	,	3:55:40
624	,	User 2	,	39.897598	,	116.383358	,	2008-11-10	,	3:55:45
625	,	User 2	,	39.897598	,	116.383358	,	2008-11-10	,	3:55:48
626	,	User 2	,	39.897601	,	116.383352	,	2008-11-10	,	3:55:50
627	,	User 2	,	39.897616	,	116.383349	,	2008-11-10	,	3:55:55
628	,	User 2	,	39.897593	,	116.383412	,	2008-11-10	,	3:56:00
629	,	User 2	,	39.897593	,	116.38344	,	2008-11-10	,	3:56:05
630	,	User 2	,	39.89757	,	116.383449	,	2008-11-10	,	3:56:10
631	,	User 2	,	39.897549	,	116.383433	,	2008-11-10	,	3:56:15
632	,	User 2	,	39.897535	,	116.383434	,	2008-11-10	,	3:56:20
633	,	User 2	,	39.897546	,	116.3835	,	2008-11-10	,	3:56:25
634	,	User 2	,	39.897546	,	116.3835	,	2008-11-10	,	3:56:28
635	,	User 2	,	39.897545	,	116.383507	,	2008-11-10	,	3:56:30
636	,	User 2	,	39.897542	,	116.383496	,	2008-11-10	,	3:56:35
637	,	User 2	,	39.897542	,	116.383496	,	2008-11-10	,	3:56:38
638	,	User 2	,	39.897536	,	116.383496	,	2008-11-10	,	3:56:40
639	,	User 2	,	39.897559	,	116.383485	,	2008-11-10	,	3:56:45
640	,	User 2	,	39.897559	,	116.383485	,	2008-11-10	,	3:56:48
641	,	User 2	,	39.897555	,	116.383486	,	2008-11-10	,	3:56:50
642	,	User 2	,	39.897539	,	116.383468	,	2008-11-10	,	3:56:55
643	,	User 2	,	39.897513	,	116.383476	,	2008-11-10	,	3:57:00
644	,	User 2	,	39.897491	,	116.383476	,	2008-11-10	,	3:57:05
645	,	User 2	,	39.897505	,	116.38345	,	2008-11-10	,	3:57:10
646	,	User 2	,	39.89754	,	116.383404	,	2008-11-10	,	3:57:15
647	,	User 2	,	39.897515	,	116.383372	,	2008-11-10	,	3:57:20
648	,	User 2	,	39.897491	,	116.383346	,	2008-11-10	,	3:57:25
649	,	User 2	,	39.897498	,	116.383323	,	2008-11-10	,	3:57:30
650	,	User 2	,	39.897489	,	116.383316	,	2008-11-10	,	3:57:35
651	,	User 2	,	39.897449	,	116.383303	,	2008-11-10	,	3:57:40
652	,	User 2	,	39.897441	,	116.383272	,	2008-11-10	,	3:57:45
653	,	User 2	,	39.897424	,	116.383202	,	2008-11-10	,	3:57:50
654	,	User 2	,	39.897415	,	116.38312	,	2008-11-10	,	3:57:55
655	,	User 2	,	39.897351	,	116.383003	,	2008-11-10	,	3:58:00
656	,	User 2	,	39.897287	,	116.382924	,	2008-11-10	,	3:58:05
657	,	User 2	,	39.897252	,	116.382863	,	2008-11-10	,	3:58:10
658	,	User 2	,	39.897225	,	116.382771	,	2008-11-10	,	3:58:15
659	,	User 2	,	39.897179	,	116.382785	,	2008-11-10	,	3:58:20
660	,	User 2	,	39.897168	,	116.38297	,	2008-11-10	,	3:58:25
661	,	User 2	,	39.897203	,	116.38297	,	2008-11-10	,	3:58:30
662	,	User 2	,	39.89722	,	116.382953	,	2008-11-10	,	3:58:35
663	,	User 2	,	39.897254	,	116.382964	,	2008-11-10	,	3:58:40
664	,	User 2	,	39.89728	,	116.38299	,	2008-11-10	,	3:58:45
665	,	User 2	,	39.897371	,	116.383005	,	2008-11-10	,	3:58:50
666	,	User 2	,	39.897369	,	116.38296	,	2008-11-10	,	3:58:55
667	,	User 2	,	39.89734	,	116.382918	,	2008-11-10	,	3:59:00
668	,	User 2	,	39.89734	,	116.382886	,	2008-11-10	,	3:59:05
669	,	User 2	,	39.897321	,	116.382781	,	2008-11-10	,	3:59:10
670	,	User 2	,	39.897356	,	116.382823	,	2008-11-10	,	3:59:15
671	,	User 2	,	39.897369	,	116.382803	,	2008-11-10	,	3:59:20
672	,	User 2	,	39.897402	,	116.382899	,	2008-11-10	,	3:59:25
673	,	User 2	,	39.897459	,	116.383087	,	2008-11-10	,	3:59:30
674	,	User 2	,	39.897515	,	116.383315	,	2008-11-10	,	3:59:35
675	,	User 2	,	39.897628	,	116.383586	,	2008-11-10	,	3:59:40
676	,	User 2	,	39.897703	,	116.383822	,	2008-11-10	,	3:59:45
677	,	User 2	,	39.897778	,	116.383978	,	2008-11-10	,	3:59:50
678	,	User 2	,	39.897796	,	116.384022	,	2008-11-10	,	3:59:55
679	,	User 2	,	39.897787	,	116.383846	,	2008-11-10	,	4:00:00
680	,	User 2	,	39.897733	,	116.383599	,	2008-11-10	,	4:00:05
681	,	User 2	,	39.897737	,	116.383516	,	2008-11-10	,	4:00:10
682	,	User 2	,	39.897752	,	116.383567	,	2008-11-10	,	4:00:15
683	,	User 2	,	39.897748	,	116.383582	,	2008-11-10	,	4:00:20
684	,	User 2	,	39.897698	,	116.383573	,	2008-11-10	,	4:00:25
685	,	User 2	,	39.897612	,	116.383451	,	2008-11-10	,	4:00:30
686	,	User 2	,	39.89753	,	116.383302	,	2008-11-10	,	4:00:35
687	,	User 2	,	39.897558	,	116.383206	,	2008-11-10	,	4:00:40
688	,	User 2	,	39.897568	,	116.383191	,	2008-11-10	,	4:00:45
689	,	User 2	,	39.897573	,	116.383253	,	2008-11-10	,	4:00:50
690	,	User 2	,	39.897612	,	116.383322	,	2008-11-10	,	4:00:55
691	,	User 2	,	39.897675	,	116.383465	,	2008-11-10	,	4:01:00
692	,	User 2	,	39.897744	,	116.383558	,	2008-11-10	,	4:01:05
693	,	User 2	,	39.89779	,	116.383654	,	2008-11-10	,	4:01:10
694	,	User 2	,	39.897751	,	116.383663	,	2008-11-10	,	4:01:15
695	,	User 2	,	39.897678	,	116.383559	,	2008-11-10	,	4:01:20
696	,	User 2	,	39.897694	,	116.383538	,	2008-11-10	,	4:01:25
697	,	User 2	,	39.897675	,	116.383533	,	2008-11-10	,	4:01:30
698	,	User 2	,	39.897635	,	116.383557	,	2008-11-10	,	4:01:35
699	,	User 2	,	39.897593	,	116.383523	,	2008-11-10	,	4:01:40
700	,	User 2	,	39.89756	,	116.383496	,	2008-11-10	,	4:01:45
701	,	User 2	,	39.897537	,	116.383471	,	2008-11-10	,	4:01:50
702	,	User 2	,	39.897522	,	116.383466	,	2008-11-10	,	4:01:55
703	,	User 2	,	39.897511	,	116.38352	,	2008-11-10	,	4:02:00
704	,	User 2	,	39.897522	,	116.383534	,	2008-11-10	,	4:02:05
705	,	User 2	,	39.897529	,	116.383543	,	2008-11-10	,	4:02:10
706	,	User 2	,	39.897529	,	116.383543	,	2008-11-10	,	4:02:13
707	,	User 2	,	39.897526	,	116.383547	,	2008-11-10	,	4:02:15
708	,	User 2	,	39.897537	,	116.383554	,	2008-11-10	,	4:02:20
709	,	User 2	,	39.897544	,	116.383619	,	2008-11-10	,	4:02:25
710	,	User 2	,	39.897535	,	116.383712	,	2008-11-10	,	4:02:30
711	,	User 2	,	39.897542	,	116.383795	,	2008-11-10	,	4:02:35
712	,	User 2	,	39.89756	,	116.383863	,	2008-11-10	,	4:02:40
713	,	User 2	,	39.897555	,	116.383909	,	2008-11-10	,	4:02:45
714	,	User 2	,	39.89757	,	116.383908	,	2008-11-10	,	4:02:50
715	,	User 2	,	39.897557	,	116.383908	,	2008-11-10	,	4:02:55
